#    Semiclassical Nuclear Densities. Full notice in LICENSE file. See also README.md
#    Copyright (C) 2020 Chiara Donatella Aieta, Marco Micciarelli, Gianluca Bertaina, Michele Ceotto
# Anharmonic wavefunction of symmetric stretch state of H2O
# Number of non negligible basis elements: 33
# 
# Column 1 refers to index in semiclassical code. Columns 2-4 indicate number of harmonic excitations of nurmal modes. Column 5 indicates amplitude of basis element. 
#  
 4710.79   0   0   0   0.1601779264E+00
 6360.95   1   0   0   0.4997061372E-02
 8011.12   2   0   0  -0.1225388217E+00
 8540.91   0   1   0   0.9106047279E+00
10191.07   1   1   0   0.1338717555E-01
11841.23   2   1   0   0.3537753968E-01
12371.03   0   2   0  -0.3394609048E+00
12593.39   0   0   2  -0.5181417321E-01
13491.40   3   1   0  -0.1913783665E-02
14021.19   1   2   0  -0.3580261420E-02
14243.55   1   0   2  -0.1629079242E-02
15141.56   4   1   0  -0.2350525757E-02
15671.35   2   2   0   0.3231852906E-02
15893.72   2   0   2  -0.1578413651E-02
16201.14   0   3   0   0.7632498245E-01
16423.51   0   1   2   0.2295380400E-01
17851.31   1   3   0   0.1778118080E-02
18073.67   1   1   2   0.1612051611E-02
19501.47   2   3   0   0.5341570620E-02
19723.83   2   1   2   0.2680043980E-02
20031.26   0   4   0  -0.5604803482E-01
20253.63   0   2   2  -0.2317292950E-01
20475.99   0   0   4  -0.2487619753E-02
23331.59   2   4   0  -0.1982207436E-02
23553.95   2   2   2  -0.1026404759E-02
23861.38   0   5   0   0.2157121110E-01
24083.74   0   3   2   0.1042319026E-01
24306.11   0   1   4   0.2574282781E-02
27691.50   0   6   0  -0.5491556965E-02
27913.86   0   4   2  -0.2828779322E-02
28136.23   0   2   4  -0.1086291449E-02
31521.62   0   7   0   0.2254028026E-02
31743.98   0   5   2   0.1322459072E-02               
