 1.25466634018581E-04 -3.64775434540696E-05  3.07282056796552E-01  2.85557579314235E-05  9.72011161083964E-05 -4.35663855295731E-01  3.30427372449296E-02 -1.87598423962351E-01 -2.61898652840783E-01 -3.31621405823046E-02  1.87722286137170E-01 -2.61802847627189E-01 -3.27967534037933E-05 -2.71355101173019E-05 -6.58204596847989E-02 -3.95509861601203E-05 -3.97182942188328E-05 -2.39960099994200E-01 -6.37726602743258E-05 -1.69525723510787E-05  3.83939717973670E-01 -7.12019029333131E-05 -5.11570459968394E-06 -1.12534629535163E-01  2.33074658013306E-01  1.04070938566485E-01  2.64065769582452E-01 -2.32860047255676E-01 -1.04112531654248E-01  2.64270373758076E-01 -6.54284114073672E-05  4.28128757288717E-05  1.19349961325860E-01
 7.80698252641510E-05  1.14589286932280E-04 -2.45297336083367E-01  1.83774296877200E-05 -2.80741777548387E-05  1.31976504395833E-01 -3.40871717159434E-02  3.55260482684542E-02  6.33712223153228E-02  3.40224381824556E-02 -3.55451038625125E-02  6.33480288146683E-02 -3.80929137410726E-05 -7.55927161399479E-05  1.10372654382406E-01 -1.39998425155696E-04 -9.66153572495061E-05  2.69508733361444E-01  6.85396334616526E-05  3.40513015421213E-05 -2.16042370919705E-01 -7.93079367888465E-05 -4.41671119350958E-06 -5.38671325942208E-01  2.41288758571234E-01  3.96016514933584E-01  1.65724300255798E-01 -2.41087967047911E-01 -3.95843946657544E-01  1.66008374514115E-01  4.95258849077088E-06  3.07300399599125E-05 -5.46878245437770E-02
-3.16149671699521E-01 -3.70771162536665E-01 -2.68903220356075E-05  1.02285937301961E-01  1.99626728151009E-01  5.84891246393756E-05  8.45196408843519E-02  5.31865569104290E-02 -3.38547404575113E-03  8.45064197630446E-02  5.31143476096806E-02  3.46270584554513E-03  3.95536616853065E-02  2.61406139993444E-01  2.02308288766135E-05  4.50233475978041E-01  3.25505875029835E-01 -2.33468224693673E-05 -2.19182641720099E-01 -2.55364839470979E-01 -4.61590603634956E-05 -2.90313456640501E-01 -3.59966945233688E-02 -1.18958010396178E-04 -6.88765363887140E-02 -1.96476660011826E-01 -1.44983880873489E-03 -6.89869315374059E-02 -1.96754902369346E-01  1.56757540274266E-03  2.77050488473066E-02 -1.65299349608110E-01  2.94886889982100E-05
-5.11267150390181E-01  3.72028613952031E-02  3.56406605235112E-05 -2.68014678358501E-01  3.28526134822812E-02 -3.92508669033681E-05 -1.32681495768472E-01  5.58634942756184E-03 -2.46551216338193E-03 -1.32653059487533E-01  5.69100941491634E-03  2.37465587715792E-03  1.21673523709801E-01 -1.84245284578942E-01  2.26954135694582E-05  3.00533952950803E-01 -2.21124678724639E-01 -9.52554229771610E-06  4.90523753939009E-01  2.65363985881074E-01 -7.18234977599056E-06 -2.05992410402652E-01  2.44898945082195E-02 -7.02968385847822E-06 -1.31137053300081E-01 -2.71196958884882E-02  8.94828843274323E-04 -1.31147747211247E-01 -2.71720695119930E-02 -8.55595354990841E-04 -7.08734271826865E-03  2.26009192650168E-01  4.94891637875475E-05
-3.39326378123751E-05  5.35456290128512E-05  5.22022804952978E-02 -5.25134035758780E-05 -2.07936548618838E-04 -9.17802338815287E-02  1.65288115982839E-01  2.85333176450045E-01  1.81757564050062E-01 -1.65308217499106E-01 -2.85564555862131E-01  1.81653648901421E-01  4.83031635564392E-05  4.34444002631965E-05 -6.03464329243935E-01  8.52512185617657E-05  6.41050581063296E-05  2.20458114853764E-01  5.59225922581030E-06  8.75910966279547E-05  8.36515787446487E-02  2.69728096850286E-05  1.76269998801138E-06  4.15784370447706E-04  5.39861519884152E-02  4.35292113710527E-03  5.28038015783313E-02 -5.39842988419367E-02 -4.25785161194819E-03  5.28582093462654E-02 -2.29615308120436E-04 -1.01772481123243E-04  5.23441833744533E-01
 1.88130989815216E-01 -1.09616717640402E-01 -5.43006658457675E-05 -1.87298233923908E-01 -3.69078469184689E-01 -3.11953428237945E-04 -3.97265345573163E-02 -9.90117324244636E-02  6.65455046457044E-03 -4.01174752297624E-02 -9.96432774035758E-02 -6.36253545108516E-03 -2.72446355896244E-01 -3.76993793589223E-02 -7.53362248909411E-04  5.64556995235790E-01  8.68078351696428E-02  5.56896975667208E-04 -3.34776067581794E-01  3.48688661888206E-01  8.89272532471151E-04  1.69986565255206E-01 -6.49061279787343E-02 -2.30077030006487E-05  3.29469650085481E-02  6.50965313315205E-02  1.30577223421837E-03  3.26983462488642E-02  6.51754516323731E-02 -1.17713355685044E-03 -1.86044914904006E-01  2.10590907480789E-01 -2.28049664382904E-03
-5.21677248475407E-04  2.90654117287011E-04 -8.94310433995984E-03  5.70388814793968E-04  1.10444659575738E-03 -1.22989803988901E-01  9.22068374898638E-02  1.45308557543357E-01  7.11883241416512E-02 -9.20950088966131E-02 -1.44780539831127E-01  7.11952268452971E-02  7.97797113121789E-04  4.65876471667665E-05 -3.19912587712017E-01 -1.49189671538165E-03 -2.80247654274008E-04  1.99194394544157E-01  7.71913723102980E-04 -1.02237137851950E-03  3.48083018211197E-01 -5.36830199657395E-04  2.01711528466852E-04  4.29839703939062E-03  3.35236751842520E-02 -8.87511835692502E-03  2.01795667260405E-02 -3.36863770817825E-02  8.42209749298771E-03  2.02224352224232E-02  6.79437926504908E-04 -1.42530228884980E-04 -8.05706470720862E-01
 1.55584003838694E-01  2.68174004523091E-02  4.18145069833231E-06  2.32867311464263E-01  5.02062682566543E-01  6.94739348444020E-05  1.27769236581945E-01  1.31879683065984E-01 -1.13810582369250E-02  1.27667564750888E-01  1.31759364966033E-01  1.14852606910247E-02 -2.22081202182952E-01 -2.87512163522947E-01 -3.54689091002160E-05  7.87910154937465E-02 -4.09129678819268E-01  1.73738134674621E-05 -2.24706869802923E-01  1.36240718428364E-01 -1.18047863337445E-04 -1.96333522233593E-01  8.85774204095772E-02  5.55827957172729E-05  6.66880146398825E-02 -1.73584031279330E-01 -9.38910914710115E-03  6.69109157843137E-02 -1.73644688934712E-01  9.27082182680138E-03 -2.28561732321912E-01  2.41853825052941E-01  2.26643360538147E-04
-1.49851583090995E-05  1.05730480049355E-04 -1.03602608011226E-01  7.68968006234818E-05 -4.02353064000166E-05 -3.14360731489298E-01 -1.00935332423211E-01  3.55138509590309E-01  1.66329934298717E-01  1.00904963637684E-01 -3.55261426187482E-01  1.66141170382545E-01 -9.64023192979137E-05 -1.01621030660108E-05  4.31029695703401E-01  1.48393408502407E-05 -4.78191695599366E-05 -1.18489791401706E-01  2.06353609914016E-05  5.42417052126339E-05 -7.92772444769990E-02 -1.41461487965839E-04  9.07542432531749E-05  1.55096468452247E-01  3.02083711730751E-01 -2.29889433985876E-01  1.48321440326878E-01 -3.01984539792474E-01  2.29722448121465E-01  1.48549262062888E-01  5.44975467529272E-05 -4.66472783147987E-05 -1.29725727012155E-02
-4.25834550324867E-01  3.42618101192883E-01  8.42124206678828E-05  6.03431925098794E-01 -3.56622165151418E-01 -3.33905422089612E-05  2.18947840803143E-01 -6.90248527846280E-02  2.93071327228223E-02  2.18911397036527E-01 -6.88072491105434E-02 -2.94585282576602E-02 -3.89212757453977E-02 -3.09882767667998E-02  4.25840015692909E-06  3.33907553495766E-02 -8.02733409146783E-02 -2.35508185008256E-06 -1.55128580208151E-01  5.00882832807475E-02 -7.45765264813437E-06 -3.87763465856235E-02  4.91078601802306E-02 -1.17075314428963E-05 -1.17117656176061E-01  1.28494934896925E-01  7.51884698280997E-03 -1.17144378347968E-01  1.28480076172194E-01 -7.47144341019191E-03 -4.04521001064148E-02  1.23862405411557E-02 -5.85873810586210E-05
