 -4.530367524079300E-03   6.442103059805110E-02   9.485494357650437E-02   4.535328315787965E-03   6.439602455576351E-02  -9.486405489099968E-02   2.161704989734885E-05   2.827136509669734E-03   3.439593222860465E-06  -3.596126523406525E-02  -4.281415925166862E-01  -2.294684835523365E-01   1.077603118088501E-02   1.701622504814871E-01   4.695793886007522E-01   3.596315771265453E-02  -4.281624061452160E-01   2.294820952281793E-01  -1.081930356984119E-02   1.701317093008541E-01  -4.695601421077589E-01
 -7.754601472253121E-02  -1.415088698758288E-01   1.257899313187581E-01  -7.755809008210882E-02   1.415175940667092E-01   1.257759575913248E-01  -3.879435302012853E-01   1.334454987396705E-05   1.268400953814278E-01   3.168981080936764E-01  -1.946294205652332E-01  -2.856535523139602E-01   1.860281390956579E-01  -2.063423656583929E-01  -2.788506692116913E-01   3.169250789343313E-01   1.945877911826347E-01  -2.856399954144215E-01   1.859977646269278E-01   2.063358949566774E-01  -2.788870312664702E-01
  1.716172378835886E-01   9.912314534780639E-02  -2.244963189270497E-02  -1.716116461054107E-01   9.913575296354017E-02   2.243974568616348E-02  -7.138283518256968E-07   3.301874331097394E-01  -2.451075501253872E-05  -1.854742304074937E-01  -2.347172907632346E-01  -5.200276776701876E-02   4.289456285198338E-01  -3.252908729276114E-01  -1.540252842706386E-01   1.854137614147107E-01  -2.347256127517987E-01   5.203772383325451E-02  -4.289067222905004E-01  -3.252797921472694E-01   1.540542237455396E-01
 -1.229796352474282E-02   1.958188295324598E-01   4.185922360997922E-04  -1.233470484396232E-02  -1.958405718669186E-01   3.450537369085177E-04   1.782098270568383E-01   4.845669612900805E-05   3.668709905739497E-01   3.742005412674062E-01   7.565130838727306E-02  -1.352188018595263E-01  -4.142888311419972E-01   2.002124097511248E-01  -4.967070028546106E-02   3.743601852391379E-01  -7.558263695223660E-02  -1.353244422801643E-01  -4.143498078897808E-01  -2.002429205140503E-01  -4.969926797527545E-02
 -7.976205188729002E-02   8.970100583910333E-02  -2.588765702825684E-01   7.975804922463096E-02   8.964018476043513E-02   2.588786640690589E-01   1.178904600618358E-05  -1.730617313516732E-01   5.824657736402192E-05   4.512820871471005E-01  -2.115016419099379E-01  -3.024008719290481E-01  -2.576214335871140E-02  -5.915674904905748E-02  -2.442934451972723E-01  -4.511518637853593E-01  -2.115257694728466E-01   3.023516187943137E-01   2.563607680563482E-02  -5.921565677811250E-02   2.442761105033479E-01
 -6.442928721740159E-01  -7.451356664650730E-03   7.023127177881425E-02   6.442919326906525E-01  -7.447337482923977E-03  -7.023083940726954E-02   4.429740810993536E-06   8.393941277900098E-02  -2.088357789349553E-06   3.659199657289501E-02   2.352755075285791E-02   6.986434119256683E-02   2.573351041048739E-01  -3.582386393255981E-02   4.582224549005552E-02  -3.659881701031702E-02   2.353089092917528E-02  -6.986249214337234E-02  -2.573289706833691E-01  -3.582039720929582E-02  -4.582372866831579E-02
  9.472911763824135E-02   1.200037932545481E-01  -7.888164500540179E-02   9.473668771491794E-02  -1.200063608284503E-01  -7.888972720189065E-02  -8.365599449429769E-01  -1.393669707062992E-06   1.331390475411387E-02   7.047028867055577E-02   2.192896946055667E-01   7.449076701703061E-02  -2.959319187898661E-02   8.107859859143184E-02   2.331269884553542E-01   7.048044606883457E-02  -2.192816492899103E-01   7.448117088894093E-02  -2.959370604832992E-02  -8.107502150621204E-02   2.331186207450413E-01
  6.680025545215341E-02   4.312250107874532E-02   1.509707673930115E-01   6.679740358185089E-02  -4.312948781929841E-02   1.509718047643575E-01  -1.115048187108789E-01   1.985550761050862E-05  -8.341160939857305E-01   5.622165633011957E-02  -1.179919228830441E-01  -5.482258171018383E-02  -2.665772038772827E-01   9.410422781758490E-02  -1.295595737962966E-01   5.621061327186824E-02   1.180008111304347E-01  -5.482207943148926E-02  -2.665781754587748E-01  -9.410513771323507E-02  -1.295620482873610E-01
  1.011846821487475E-01  -1.431345624696401E-01  -4.114214921298181E-03  -1.011847008157475E-01  -1.431321282429052E-01   4.107044966923091E-03  -8.893775657913467E-07   7.216072272069571E-01   1.951384858227593E-05   3.492063286758154E-01   2.036768683034962E-01  -5.963170024410341E-02   4.582088813368740E-02   5.735591685726568E-03   1.994496734140114E-01  -3.492146248883650E-01   2.036736985338788E-01   5.963624886952859E-02  -4.581162817775741E-02   5.739230248258289E-03  -1.994451721392849E-01
  1.582304283903733E-01   4.091497164023458E-02   7.162033485800015E-02  -1.582248525354641E-01   4.091560991094522E-02  -7.161859670878855E-02  -2.231077959999326E-06  -5.529630174836208E-01   1.843112366955577E-07   2.030048405676905E-01   2.489038038884338E-01  -1.641446953653735E-02   3.559280520048890E-01  -1.354235103355790E-01   2.584727652800690E-01  -2.030145374194339E-01   2.489124133604294E-01   1.641610551673902E-02  -3.559383372316817E-01  -1.354273245479893E-01  -2.584815100308200E-01
