#    Semiclassical Nuclear Densities. Full notice in LICENSE file. See also README.md
#    Copyright (C) 2020 Chiara Donatella Aieta, Marco Micciarelli, Gianluca Bertaina, Michele Ceotto
# Anharmonic wavefunction of overtone of bending state of H2O
# Number of non negligible basis elements: 35
# 
# Column 1 refers to index in semiclassical code. Columns 2-4 indicate number of harmonic excitations of nurmal modes. Column 5 indicates amplitude of basis element. 
#  
 4710.79   0   0   0   0.1177268901E-01
 6360.95   1   0   0   0.4515481546E-01
 8011.12   2   0   0   0.9788563919E+00
 8540.91   0   1   0   0.1204587705E+00
 9661.28   3   0   0  -0.1072574405E+00
10191.07   1   1   0  -0.3199295020E-01
11311.44   4   0   0   0.5989122934E-01
11841.23   2   1   0  -0.7179381375E-01
12371.03   0   2   0  -0.3102129204E-01
12961.60   5   0   0  -0.2804972908E-01
13491.40   3   1   0  -0.1224713244E-01
14021.19   1   2   0   0.6155362998E-02
14243.55   1   0   2   0.8661870799E-02
14611.77   6   0   0   0.4510084602E-02
15141.56   4   1   0   0.2469839536E-01
15671.35   2   2   0   0.1705891009E-01
15893.72   2   0   2   0.1747563304E-01
16201.14   0   3   0   0.4772117406E-02
16423.51   0   1   2   0.2623864695E-02
16791.72   5   1   0  -0.7140911839E-02
17543.88   3   0   2   0.3246932553E-02
18073.67   1   1   2  -0.1859793713E-02
18441.88   6   1   0   0.1899606024E-02
18971.68   4   2   0   0.3407002173E-02
19194.04   4   0   2   0.3215456155E-02
19501.47   2   3   0  -0.1582547517E-01
19723.83   2   1   2  -0.1478809084E-01
20031.26   0   4   0  -0.4518729363E-02
20253.63   0   2   2  -0.2869027498E-02
20621.84   5   2   0  -0.1796020608E-02
21151.63   3   3   0   0.1343195774E-02
22272.00   6   2   0   0.1114408141E-02
23331.59   2   4   0   0.1487460723E-02
23553.95   2   2   2   0.2590634848E-02
23776.32   2   0   4   0.1378602873E-02
